title,place,paranormal_type,description,source_url
Apparitions of my Grandfather,"Florida, United States",Family / Friends Visits,"You are here: Real Ghost Stories :: Family / Friends Visits :: Apparitions of my Grandfather

M y grandpa died right before I was born and he couldn't wait until I was born, he died 3 days before. Way back when my mom had a room mate, she was at work one day and her roommate julie was on the couch watching T.V. She heard noises in my mom's bathroom and thought my mom was home so julie yelled across the house at my mom to stop making such a racket and it stopped. An hour later, julie fell asleep on the couch and after an hour of sleep she woke up to the noises in the bathroom. She ignored it and started watching T.V. again. She saw something funny on and called for my mom but she wouldn't answer so she got mad. 5 minutes later my mom walked through the door and julie started yelling at her. She said ""kim, why were you making such a racket in your bathroom? And why wouldn't you answer me when I called you?"". My mom said she had been at work ALL day. Julie got really scared and told my mom what happened. My mom didn't know so they shook it off. It was my grandpa, I am sure.

I have seen him. Yesterday, I was home alone, in the kitchen, singing at the top of my lungs to a song on disney channel and I looked at my bed room door and I saw him. My grandpa a gray... blackish figure, I was freaked and I immediately called my friend courtney. I told her what happened and all she said was ""wow"" but I forgot about it. Every time courtney is at my house he comes out and we would both see him and say ""MP"". It's a code word for ""I see a ghost"".

Do you guys think he's trying to tell me something? I miss him even though I never knew him.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Apparitions of my Grandfather is copyrighted to Rebecca S. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=427
Moving with Shadows,Senegal,Apparitions / Voices / Touches,"You are here: Real Ghost Stories :: Apparitions / Voices / Touches :: Moving with Shadows

I t all started when I was very little. I moved around a lot ever since I was a baby. When my family moved to Saudi Arabia, the nightmare started. It started when I sneaked into my sister's room while she was having her slumber party. She was telling ghost stories and joking around. She told so many I can barely list them all. A few days later, I started feeling breezes in my room. Then a dark shadow would appear in the corner of my eye. Every time I looked to see what it was, nothing ever seemed to be wrong. But deep down I knew something was there... Watching me. So we moved from house to house.

Now we lived on this island and we had a beautiful house. In my room alone, I hadn't felt that cool breeze in a long time and I had forgotten it until that one night. I felt this breeze in my back, it sent shivers right through me and then there it was, the dark figure that appeared in the corner of my eye. I decided to pay no attention to it. Then the age came where I was still young but was allowed to stay at home alone. I was watching T.V calmly when the T.V switched off. I got scared easily and didn't try to turn it back on. Out of nowhere came a whisper that clearly was calling out my name... In a slow but crackling voice. I ran through the entire house but nothing was there. Again I decided to ignore it.

I still even now, after when we moved again, hear that voice and see that shadow. I scares me a little more every time. It's been going like that for ten years and I just can't explain it. People that I know think I'm crazy, well at least the few I have had the courage to talk to, until now, I have kept silent. Though I still don't know what has been following me around for so long.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Moving with Shadows is copyrighted to TTerrible. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=428
The Pain and the Dream,New Zealand,Misc,"You are here: Real Ghost Stories :: Misc :: The Pain and the Dream

O nce or maybe twice a month, I get this pain in my shoulder. I'm not sick or anything, I just get this really spiritual / psychic pain. It's nothing like I have felt before. It all started two months ago in january, I was checking my mail then all of a sudden I felt as if someone was pushing right through my shoulder out the other side and a blade to my throat. I started screaming but I bitted hard on cloth and it still wouldn't go away. Half an hour later, the pain evaporated and I felt nothing but cold chills going down my back.

The next day, I found it hard to wake up. I had a dream where a man with a hood was holding three captured people. There was a girl around 13 on the left and a young man, around 19 or 20, was on the right and a girl in the middle, around 15. They were all tied to their backs and blindfolded with a black gag in there mouths. Two of the prisoners were sent free. The 13 years old girl and the young man. Each time I had pain in my shoulders, this dream replays, not letting it go. I don't understand why... It freaks me out to much to say... Well the 15 years old girl was killed, the others were sent free because the girl said she'll give her life for theirs and the man accepted.

She wasn't shot because he had no guns, he took out a long blade and put it to her throat and well, you can see what happen. She was left in the snow and it seemed to rain at the same time. I was told that when it rains while it snows is an Omen... But I haven't looked it up yet. During my dream I will hear a voice, a voice screaming at me and I start crying and struggle to wake up. Then, when she's done screaming, I wake up. Sometimes I think I can hear her when I'm reading or typing on the computer or doing school homework. I sometimes see her dark figure in the snow looking through my mirror at me. I even feel a dark cloak of someone standing beside or behind me and I feel my heart choking.

I don't know what this means. And I want to know more about what's happening. I've never experienced something like this. If you can please leave a message to help me.

Find ghost hunters and paranormal investigators from New Zealand

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Pain and the Dream is copyrighted to IcryTOmakeTHEpainSTOP. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=429
The Cooinda Ghost,Bahamas,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: The Cooinda Ghost

C ooinda is only 225 km from Pine Creek, in the N.T, in Australia. I was camping out there for my last night on a fishing safari and ready to take the long drive back to my home town, Katherine, which is 300 odd kms or more. It was probably 3:00 in the morning when I heard someone shout out ""Holy Shiat!"" Me, my mates and a few more campers ran over to the toilet block (which was 500m away) to see what was the commotion. Before I go any further, I want to add a little info: The Cooinda area is full of mysteries and has plenty of sightings of ghosts, bunyips, etc. We all got over there and the man, who we all voted as the man who shouted out, was shaking and was pale as a vanilla ice-cream. He was staring at the mirror, with a message written on the steam from the hot shower, ""Thy beware as one's soul may be taken""! The man swore that he was the only one is the toilet block and he heard no one else go in. And to make things twice the commotion, while looking into the mirror again, the toilet doors started to bang and close by themselves. Everyone ran out (including me and my mates) back to camp, ignoring the faint sounds of the toilet doors.

The next morning, I went for my shower in the same toilet block and everything was dead still, nothing moving and all. I had my shower and got out and then I heard a bloodcurdling scream (woman I think) from the toilet block. I was scared shiatless! I went to look by, no one was there, I told the receptionist before leaving, she surprisingly heard it too, and the mystery still remains as the ""cooinda ghost"".

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Cooinda Ghost is copyrighted to Thomas. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=430
Succubus,"Illinois, United States",Succubus / Incubus / Sexual Ghosts,"You are here: Real Ghost Stories :: Succubus / Incubus / Sexual Ghosts :: Succubus

I have been going through these sleep paralysis states lately. I will start off with the first one I had,  as embarrassing it is to me. I'm almost 100% sure I had an out of body experience.

I got up from my bed. Everything had this light bluish color. I didn't recognize anything wrong, it was around 1:00 a.m. I had a couple of buddies sleeping over, and I kind of deserted them and slept in my bed because it's ten times more comfy. So I got up and didn't bother to look behind me. I walked to the window. I thought to myself I should go down and join my buddies. Suddenly this over powering force grabs and pulls me back into the corner of my bed. And it starts feeling my upper body, I can only see these female hands, all I know is it felt really good. And this thing start kissing the side of my rib cage. I wake up in the corner of my bed. I'm certain this wasn't a dream.

The second time it happens I was in my bed. I was thinking about sleep paralysis because my dad just recently told me he was part of some project called the star gate project that has to do with RV, aka remote viewing, which was really shocking. I was thinking about it. And trying to get into the state. And the next thing I know, I'm paralyzed, but somehow I was bending my neck forward. And what I saw was a females hand, very pretty hand. I couldn't see the face, all I saw was a naked shoulder, breast and hand. It started to stroke my body. And my pants were half way down. I remember I wasn't scared, I enjoyed it if anything, if felt really good. Like some sort of amazing soft tinglish touch. It made me want to literally have sex with it.

I read stories about this succubus that sucks the life out of men. If someone has experienced something similar to this, please tell your story.

Find ghost hunters and paranormal investigators from Illinois

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

Please be advised that this site is for the general public. Even though this category is about experiences of sexual nature with ghosts, no explicit content is allowed and comments that are deemed inappropriate will be deleted.

© The ghost story Succubus is copyrighted to SonofaRV108. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=431
Gun Alley,Australia,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Gun Alley

G un Alley. Home to one of the most famous people in the N.T, who sadly died not long ago. He owned a business there, Gun Alley Gold Mining. It was very successfully, until he died! His wife claims she can feel him, his presence in the business, but I did not believe her at all. So, I decided to investigate.

Down the old dirt track to the old rickety house you might say, like out of a horror movie. The house outside had gold panning trough, water, a stand with axes and saws and all and a few lemon trees. I pushed open the door with the loud creeping sound echoing in the house. His wife come up and greeted me and said ""I'm heading down to shops to pick up few groceries, and I'll bet I see you running in... Well, five minutes!"" I laughed and went in and sat down to watch the TV. A couple of minutes went past and I heard my stomach grumbling so I decided to get something to eat from the kitchen. I walked around the wall and it was dark, not pitch black, just dark. The only light was from the windows.

I went to the fridge to get a loaf of bread out and I felt someone rubbing there hands on my back, I got up hitting my head on the fridge to turn around and see no one. ""Hello..."" I called out, ""Anyone here"". No one answered so I continued to search for my ideal lunch I was meaning to have. When I finished with the kitchen, I went back to the lounge room to find that everything was re-arranged! The seats weren't where they were before and the TV was turned to a different channel. I was starting to get creeped out so I sat down and watched the TV. I heard footsteps, loud footsteps coming here. I shot up and to find that I fell down head first because the chair I was sitting on was floating in mid-air.

At this stage I was ready to run out when all the doors were locked automatically, I went for the windows but they were locked but I took no chance, I smashed one window and climbed out with massive scratch marks all down my side, and a journey I would never forget...

Find ghost hunters and paranormal investigators from Australia

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Gun Alley is copyrighted to Kyle. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=432
Min Min Lights,Australia,Orbs / Lights / Mists,"You are here: Real Ghost Stories :: Orbs / Lights / Mists :: Min Min Lights

M in Min Lights have to be the most frightening experience ever yet. Around the Boulia region in south-west Queensland, mystical orbs roam the country side, scaring cattlemen and causing major accidents to drivers and truckies.

I was driving from Innamincka, which is not so far from Boulia, to Boulia and up to a place called Mount Isa, when I noticed a pair of ""headlights"", tailgating behind me. It was getting really annoying after five minutes and I was begging him/her to overtake, but he/she wouldn't. So I decided to slow down to piss him/her off. Then, all of a sudden, the so called ""headlights"" turned out to be ""Min Min Lights"". I stopped the car, hearing the screech of the tires behind me as the Min Min Lights flew around the car.

I was searching for my camera to take a photo when one of the Min Min Lights got closer to my car. It hovered closer and closer almost blinding me, then it just dissolved as the break of dawn was coming up.

I never ever want to go there again, and I'm sure you won't as soon as you seen the Min Min Light.

Find ghost hunters and paranormal investigators from Australia

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Min Min Lights is copyrighted to Kyle. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=433
Two Ghosts in my Room,United Kingdom,Family / Friends Visits,"You are here: Real Ghost Stories :: Family / Friends Visits :: Two Ghosts in my Room

T his is really weird for me to tell, as everything happened so fast. All this is true, and it means a lot to me that I think I should share it with people. When I first moved into this house I was fully aware the last owners were an old couple who lived here and both died. I have the master bedroom and I see her walking in my room a lot. She tries to talk, but we just can't do it. I have a feeling her husband has made it into heaven and is sleeping peacefully, as I've never seen anything to do with him. I've seen the old woman, I can see her in the shadows of my TV screen on my wall. She stands there and she waves to me. I didn't see her for a while after I redecorated her bedroom, now I think she stays downstairs in the living room, no one can walk in it between 3-4 am in the morning. If you didn't know, that's the time spirits come out and God cannot do anything about it. I don't quite know how this is true but I've been told.

Also, yesterday, my boyfriend died. I'm certain he tried to contact me in my dreams last night. He was telling me things he didn't manage to say to me when he was still alive. I think he was trying to say ""goodbye"" to me, and ""I love you"". Luckily, ""I love you"" was the last thing he ever said to me, which was over the phone, so it meant quite a lot as I didn't see him a lot. I've noticed today, as I've been sitting in my room, I can feel him there, I know he is, I just can't see him. I feel someone rest there hand over mine as it's on the mouse on my computer. My hair is being played with, things are moving, my bed is creasing. Things are moving in my room, but only specific things, the stuff that had something to do with him. The stuff we messed about with, drawings, everything to do with him, which is why this is so odd. I wish I could contact him, just to say goodbye. I'm sorry I never really made the perfect girlfriend but I wish I could say it. I need to tell him.

So like I said, it's rather weird, but that's how things are going here at the moment. I currently have 2 ghosts in my room. One of which shares my bed with me at night. I just wish he knew how much I loved him. I know it's not much, and it sounds like crap as it's from a 15 year old girl, but that's my first story to tell.

P.S. If anyone knows of any spiritualist churches in nottingham / derbyshire please contact me, telling me how to get there. Thank you.

Find ghost hunters and paranormal investigators from United Kingdom

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Two Ghosts in my Room is copyrighted to laurajane_01. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=435
Grandfather's Ghost Saved the Day,"Illinois, United States",Psychic / Medium,"You are here: Real Ghost Stories :: Psychic / Medium :: Grandfather's Ghost Saved the Day

T his is the first time I've actually sat down and written about the experiences that I've had, and I tend to ramble on so I apologize in advance.

I'll start off by saying that I am a believer in spirits, and have been since I was quite young despite my parents trying to get me not to as a child.

My first experience that I can remember, was when I was about 7 years old. I was in the backyard, playing on the swing set, my sister and brother were somewhere else, my mom was in the house. I'm happily swinging away, when I heard a very stern almost harsh sounding older woman call my name. I looked up, and continued to swing when I heard it again, this time, the voice almost sounded mad. I jumped off the swing and went inside to see if Mom had called me. She looked at me like I was nuts, said everything was fine, and to go play again. But I wouldn't go back into the back yard, and wouldn't let my younger siblings back there either.

About an hour later, my neighbor (a man) called my parents and told them that there was a copperhead snake slithering around the swing set and settled under the shed (which was right behind the swing set). Dad called the exterminator, and when he looked, he gasped and said there was a whole nest of eggs. Mom then asked me why I had come in asking why she called my name sounding so harsh an hour before. I told her I didn't think it was her because the voice sounded older, like a grand mother. She then said ""well looks like you have an angel watching over you"".

After that happened, I seemed to always have very vibrant realistic dreams, and heard this ladies voice any time it seemed danger was near.

Fast forward about 12 years, when I was 19. I lived in a older house with a roommate. The house belonged to her grandmother who was in a nursing home due to advance Alzheimer. The room I had was her grandmother's old room. When I moved in I noticed an extreme peace in the room. About a month later, my roommate and I were talking and I found out that her grandfather had pasted away in that room (and actually in that bed I was using). It kind of freaked me out a little, but the peacefulness of the room calmed my fears.

About another month went by, when I started having really weird dreams again, but nothing that I could put my finger on. One night I went to bed kind of late, and fell asleep rather quickly. I had a very realistic dream that night. I went fishing (never fish) with my little sister. She had falling into the water, and took in a lot of water. I had her rushed to the ER, where the doctor said to keep an eye on her as she may develop an infection in her lungs and to call 911 if anything was to happen to her. After we got home from the hospital, my sister began to have breathing problems. And then I woke up, wide awake (an oddity for me). As soon as I woke up, I had paged my boyfriend (back in the day of pagers) and began to wonder if anything had happened to my sister. I was about to call and make sure everything was ok when I had heard sirens. I thought for sure I had called 911 in my sleep (as a child I would act out my dreams), I paged my boyfriend again. As the sirens got closer and closer, I tried to think of a logical explanation for the police. I looked out my window to see my street filled with police cars, fire trucks, and an ambulance. Filled with fear, I watched the EMT's walk up to my next door neighbor's house.

I was confused, I watched for an hour, and then saw them bring my neighbor out on a stretcher. I worked for the police department, and was the one that actually filed away all of the 911 reports, so I pulled it up. The report stated that an unknown woman called at 2:53 about her neighbor that needed medical attention right away, gave the address and hung up. I went and talked to the neighbor's wife and asked what had happened. She was at a family's member house that night, when someone had called and said that he needed help. He had had a heart attack and fallen, and couldn't call himself. Once he was released from the hospital I asked him if everything was ok. He smiled at me, and said thank you. I asked him what he meant. He said that when he fell he called out for help, his old neighbor (my roommate's grandfather) came to him and said you will be ok, and I'll get you help). He said he watch his old friend walk from his house to my room (it faced his living room) and next thing he knew help was on its way.

Now I don't know if I had just picked up on something or if he knew that I was more perceptive to things happening, and would act out on a dream. If that was the case, then why would the dream be about my sister (who is totally fine, nothing wrong at all with her), unless he knew that would be the most effective way to get through to me.

Either way, my old neighbor lived for many more years, and thanked me almost every day for saving his life.

That is just one of my stories, I'll try and get the others together for a later date.

Find ghost hunters and paranormal investigators from Illinois

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Grandfather's Ghost Saved the Day is copyrighted to peejee. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=436
Someone Saying My Name,"West Virginia, United States",Apparitions / Voices / Touches,"You are here: Real Ghost Stories :: Apparitions / Voices / Touches :: Someone Saying My Name

I was getting ready for bed the other night and I was checking to see if my little sister was ok and asleep. I went and told my parents goodnight because they were already in bed. I took my dog with me and I went to bed. I was getting all comfy and it was all quiet and all and I was laying there on my back and getting ready to fall asleep and all of a sudden someone said my name in my right ear. It was all clear and just perfect, I couldn't tell if it was a women or a guy but what ever it was, it said my name. I just ignored it and I went to sleep.

I told my mom about it and she said she couldn't understand what it could have been. So I have no clue what it was and why it said my name. And when it happened before,  I made sure it wasn't my little sister trying to scare me, so I got up and looked under my bed and nothing and I went into my little sister's room and she was sound asleep so I don't know what it was. If you have any clue could you tell me. Thanks.

Find ghost hunters and paranormal investigators from West Virginia

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Someone Saying My Name is copyrighted to strawberrybabe2010. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=437
Friendly Ghost Walking Around my Bedroom,United Kingdom,Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: Friendly Ghost Walking Around my Bedroom

T he other week I had just got in bed when I felt the covers around my legs get really tight and my body went very cold. I could see the covers being pressed down and I saw two hand prints at the end of my bed on one side. I kept on looking towards the end of my bed and then saw a figure looking straight back at me. Later that night, as I was drifting off to sleep, I heard a voice say ""hello"" into my right ear. After that, I sat up in my bed for the rest of night to see if I could see it again, but I didn't.

A couple of days after, I saw the same figure standing at the side of the bed, looking straight at me and it looked happy. But it sometimes annoys me because I keep seeing it every night, walking around near my bedroom and in my bedroom. I have found out that my brother kept on seeing it when my bedroom was his. We don't know who it could be, but it seems to like me and I don't want to get rid of it. I am going to try and communicate with it the next time I see it. I am going to try and get it on camera or on an audio device.

Find ghost hunters and paranormal investigators from United Kingdom

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Friendly Ghost Walking Around my Bedroom is copyrighted to colin mcafee. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=438
The Abandoned Mine in the Mendenhall Valley,"Alaska, United States",Haunted Places,"You are here: Real Ghost Stories :: Haunted Places :: The Abandoned Mine in the Mendenhall Valley

M ost of the paranormal encounters I've shared have occurred in my home. This one, however, took place miles from my home and only I was the witness. I live in the Mendenhall Valley in Juneau, and the high school I attend is downtown, so it's quite a ride just to get to school and back. Sometimes, my family and I go for a car trip and just drive around downtown out of sheer boredom. On this occasion, it was my parents' anniversary and my dad wanted to show my mom this neat trail he'd noticed while at work. We all got in the car (me, my brother, and our parents) and drove downtown. The trail leads up one of the mountain sides and the hike, if you go all the way, takes about a day. We decided to just walk up the trail to the old entrance to one of the mines that are scattered around here.

All of these mines are closed down and have been for decades. Because of this, they are dusty and dark and just plain creepy. Anyway, once we got to the old mine, outside, there was this little exhibit that showed some of the old tools used in the mines. My parents and brother were checking that out while I wandered around aimlessly (I seem to have a short attention span). I started kicking this rock around and it happened to land inside the mine. I followed it, and then I realized where I was. There was this rusted gate that had the sign, ""Closed, do not enter"" and stuff like that. About ten feet or so past the gate was this really big pile of rocks that sealed off the rest of the shaft. I'd assumed that this was one of the many mines that had caved in.

It was mid afternoon, so when I started to get a chill, I noticed almost right away. The underground wind shifted direction and, instead of blowing towards me, it started to pull me closer to the gate. Inside, I could suddenly see four or five men dressed in these dirty white shirts and jeans with suspenders. They all had a pick on their shoulder and they stopped walking as they seemed to notice me watching them. They had no eyes, just these black, empty holes, and I couldn't move. I was suddenly overcome with this feeling of absolute despair and fear. Simultaneously, the men stretched out their free hands and pointed their fingers at me, almost as if they were accusing me of something.

Next thing I knew, my mom had a hold of me and was shaking me and yelling, ""Tiffany, Tiffany, what's wrong? What happened?"" I realized that I was out of the covered entrance to the mine and I wasn't feeling quite so despairing. I answered my mom with, ""I'm fine,"" or something to that affect. Apparently, while I was watching the men, my parents and brother had started to hike back down to the car. My mom noticed that I wasn't with them and went back to find me. Once she got back to the mine entrance, she heard me making this horrible noise. She told me that she ran and grabbed me, saying that I was deathly white and staring at something that wasn't there and saying over and over, ""I didn't do it, I didn't do it"".

She pulled me away from the mine and then I was fine. I didn't even remember anything past seeing the men pointing at me, and I told her what I saw, but she didn't see the men and thought that I'd just had an episode or something. I forgot about it and didn't really think much of it. This happened in the middle of the day, around 2:00 in the afternoon, and we were no where near the river or our house. The more I thought about what I'd seen, the more I realized that those men must've died when the mine caved in. Why they accused me of it, I don't know. But I haven't gone there since. At least, not that far up the trail. The lower half is used as an outside run for gym class, and whenever I go on that trail, the spot behind my right ear starts to hurt and it gets worse and worse until I almost can't stand it.

Any one have any insight into why I might be feeling that? Any input would be welcome.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story The Abandoned Mine in the Mendenhall Valley is copyrighted to unguided_traveler. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=442
Ghost Shadows on the Wall,Australia,Misc,"You are here: Real Ghost Stories :: Misc :: Ghost Shadows on the Wall

I am desperate for answers, I hope someone out there can give me some feedback on their thoughts of my event. This is the first time I have visited a site like this as I have been trying to find a similar story or some photos perhaps. Here's what happened:

A couple of nights ago my mother and I were alone talking in my lounge room. She was on the couch which is seated against a white colored wall. I was sitting opposite her and, as I was listening to her, I kept noticing a dark smoky ribbon-like shadow moving across the wall from the center of the wall to the left. This happened several times, until I asked my mum to come and sit next to me and watch the wall, as stupid as it sounds she did as I suggested. We both sat next to each other watching the wall and I wasn't crazy after all, she too saw this shadow moving across the wall. It then began moving across the entire length of the wall, then later in the opposite direction (from left to right). This continued to happen over a 2 1/2 hours period, with the shadow changing direction, speed and shape. Sometimes it seemed like a crescent / moon shape. Other times it looked like a closed hand turned to the side. The other thing is that occasionally we would smell some sort of strange, off-putting smell around us, then the smell would just disappear. I was terrified and frozen and began to cry, my mum was assuring me that it wasn't a bad thing and that I shouldn't be scared. I then asked her why it wouldn't go away / stop, considering how freaked out I was getting. (No I was not drinking and not on drugs).

Are my mother and I just both mad? Anyone with a similar story or information I would so appreciate hearing from you.

Find ghost hunters and paranormal investigators from Australia

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Ghost Shadows on the Wall is copyrighted to Tammy1. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=443
Strange Man and a Little Girl,"Michigan, United States",Apparitions / Voices / Touches,"You are here: Real Ghost Stories :: Apparitions / Voices / Touches :: Strange Man and a Little Girl

I was home one afternoon by myself, watching TV. I thought I had heard something in the kitchen, so I looked up and I froze... There stood a man that I had never seen before, yet he seemed very familiar to me. I couldn't move, or say anything. I'm not sure how long I sat there staring at this man, but the next thing I knew he was gone. My doors were all locked, no one could have come in. After that I saw shadows, and things out of the corner of my eye, but he never showed himself to me like that again.

Several weeks later I was at home with my parents, brother and niece and nephew. My dad and brother were standing at the counter. They wanted to show my mom and I something, so we looked in at them and carried on. Later that night, after everyone had gone, my mom and I were talking and she asked me if I had seen anything weird when we had looked in to the guys. I said yes, why? She said she had seen a little girl with long blonde hair standing between them smiling. I saw the same little girl. My niece and nephew were in the living room at the time, and look nothing like this little girl, so we know it wasn't either of them.

Find ghost hunters and paranormal investigators from Michigan

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Strange Man and a Little Girl is copyrighted to roxygurl79. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=444
Photos with Orbs,"Florida, United States",Photographs / Videos / EVP,"You are here: Real Ghost Stories :: Photographs / Videos / EVP :: Photos with Orbs

I was flipping through photos attempting to find pictures to update my web site with. Take a look at what I found. The first set of pictures were taken by my husband on 2-3-06 at 9:33 PM within seconds of each other attempting to capture Diesel running. Take a look at the background and you will see our deceased dog's urn, Aspen, with a 3-ringed ORB around it.

The second set of photos is with Diesel relaxing. We noticed another ORB as it appears to be moving in the background. These pictures were taken on the same date of 2-3-06 at 10: 54 PM. The photos with the ORB was taken at 10: 55 PM.

We've been using this camera for a very long time, and this has never happened. We're continuing to look through all our photos to find anything else out of the ordinary. We'll keep you posted. I can also send hard copies of these photos if needed. Please let us know what you think.

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Photos with Orbs is copyrighted to Cathy. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=445
Ghostly Phenomenons,United Kingdom,Misc,"You are here: Real Ghost Stories :: Misc :: Ghostly Phenomenons

I 've never really thought anything of ghosts but that was until this happened. One night, I had my friend over for a sleep over, she goes to the toilet, I'm half way up the stairs looking at the bathroom door when it slammed shut! I assumed it was my friend until she asked ""did you shut the door?"". And I was even looking at the door when it slammed. Another time, I was sleeping in my mom's bedroom at night and I started to hear heavy breathing. Now, I know what your thinking, it must be me or my imagination right? But I held my breath and this carried on, so I shouted for my mom and when I did this, it stopped like as if it ran away before it got caught. One day I was playing on the game cube and I went upstairs to get something. I came back down and the TV screen became gray and white and fuzzy. I went in the other room to get something else, I came back and the TV was off. I asked my brother if he turned it off but he didn't. I've got another weird story. I was in the front room and I was sitting on the floor. I moved over and it was chilly, I thought nothing of this at first, but when I moved over again it got warm. I moved back to the place where it was chilly and it still was. It was as if there was someone standing there!

Find ghost hunters and paranormal investigators from United Kingdom

The following comments are submitted by users of this site and are not official positions by yourghoststories.com. Please read our guidelines and the previous posts before posting.

To publish a comment or vote, you need to be logged in (use the login form at the top of the page). If you don't have an account, sign up , it's free!

© The ghost story Ghostly Phenomenons is copyrighted to toastymarshy. Edited by yourghoststories.com.",https://www.yourghoststories.com/real-ghost-story.php?story=448
